id_abjad,id,id_band,nama_band,judul
21,37704,3297,The Front Bottoms,Swear To God The Devil Made Me Do It
21,61351,5961,The Neighbourhood,Sweater Weather
21,35489,3223,Taylor Swift,Sweet Escape
21,44323,5147,The Beatles,Sweet Little Sixteen
21,35458,3223,Taylor Swift,Sweet Tea And Gods Graces
21,35459,3223,Taylor Swift,Sweeter Than Fiction
21,35858,3229,The Avett Brothers,Swept Away
21,37705,3297,The Front Bottoms,Swimming Pool
21,36353,3241,Taking Back Sunday,Swing
21,8778,5147,The Beatles,Sxxy Sadie
21,43355,5155,Thomas Arya (Malaysia),Syahara
21,37800,3303,The Courteeners,Sycophant
21,37801,3303,The Courteeners,Sycophant Acoustic
21,37668,3294,Typecast,Sympathy Is Never Considered Help
21,36612,3248,The Fray,Syndicate
21,37078,3268,The View,Tacky Tattoo
21,43357,5156,Threesixty,Tak Akan Bisa
21,61344,5937,The Brian,Tak Bisa
21,59245,1283,The Overtunes,Tak Bisa Kupercaya
21,53502,5361,Tasya Feat Gerry,Tak Harus Memiliki
21,2661,940,T2,Tak Jodoh
21,4087,943,Tangga,Tak Kemana Mana
21,54156,972,The Changcuters,Tak Mampu Rindu
21,57334,1019,Tiket,Tak Penting
21,2666,941,Tahta,Tak Perlu Kembali
21,56488,990,The Rain,Tak Perlu Saling Jatuh Cinta
21,54419,5701,The Pistols Band,Tak Pernah Bisa
21,3822,1031,Tompi,Tak Pernah Setengah Hati
21,52120,990,The Rain,Tak Sempurna
21,57338,1019,Tiket,Tak Sempurna
21,35586,3224,Tom Waits,Take Care Of All My Children
21,37851,3307,The Summer Set,Take It Slow
21,35801,3228,Tegan And Sara,Take Me Anywhere
21,37375,3282,Tonight Alive,Take Me Down
21,62201,7842,The Jakes,Take Me Home
21,37560,3288,Talking Heads,Take Me To The River
21,37024,3266,Tammy Wynette,Take Me To Your World
21,37871,3309,The Cab,Take My Hand Acoustic
21,35732,3227,Third Day,Take My Life
21,35685,3226,They Might Be Giants,Take Out The Trash
21,37802,3303,The Courteeners,Take Over The World
21,56123,5165,Tried To Adult,Taken
21,35657,3225,Tom Petty,Taking My Time
21,35992,3231,The Kooks,Taking Pictures Of You
21,59246,1283,The Overtunes,Takkan Kemana
21,57193,6117,Tina Toon,Takkan Terganti
21,37581,3289,The Wombats,Tales Of Girls Boys And Marsupials
21,35899,3229,The Avett Brothers,Talk On Indolence
21,36515,3245,The Script,Talk You Down
21,36869,3262,Tracy Chapman,Talking About A Revolution
21,36212,3235,The National,Tall Saint
21,42326,1020,Tipe X,Tanda tanda patah hati
21,43329,5150,The Dramma,Tangis Ibu
21,53712,1167,Tasya,Tangis Tanpa Airmata
21,43348,5155,Thomas Arya (Malaysia),Tangisan Setia
21,36647,3250,The Tallest Man On Earth,Tangle In This Trampled Wheat
21,54089,988,The Potters ,Tania
21,54198,5150,The Dramma,Tanpa Cahaya Pun Kamu Selalu Bersinar Dimataku
21,3791,1006,The Titans,Tanpamu
21,43305,5136,Tanpa Batas,Tante Vera
21,53383,1032,Tony Q Rastafara,Tarian Moyang
21,37815,3304,The Blackout,Taste The Ground
21,8782,5147,The Beatles,Taxman
21,35490,3223,Taylor Swift,Taylor Medley
21,61425,6994,Tiffany Alvord,Taylor Swift Medley
21,36020,3231,The Kooks,Tea And Biscuits
21,35859,3229,The Avett Brothers,Tear Down The House
21,37129,3270,The Band,Tears Of Rage
21,2756,974,The Dance Company,Tebak Suara
21,37582,3289,The Wombats,Techno Fan
21,37583,3289,The Wombats,Techno Fan Acoustic
21,36781,3257,Townes Van Zandt,Tecumseh Valley
21,44325,5147,The Beatles,Teddy Boy
21,36950,3265,Tyler Ward,Teenage Dream
21,37727,3298,The Vaccines,Teenage Icon
21,36415,3242,The Gaslight Anthem,Teenage Rebellion
21,60539,7032,Tri Suaka,Tegane Kowe Ngapusi
21,35587,3224,Tom Waits,Telephone Call From Istanbul
21,37561,3288,Talking Heads,Television Man
21,35610,3224,Tom Waits,Tell Me
21,44327,5147,The Beatles,Tell Me What You See
21,8783,5147,The Beatles,Tell Me Why
21,35491,3223,Taylor Swift,Tell Me Why
21,36870,3262,Tracy Chapman,Telling Stories
21,36467,3243,Tim Mcgraw,Telluride
21,3893,1161,Tulus,Teman Hidup
21,43358,5156,Threesixty,Teman Inilah Kita
21,2781,988,The Potters ,Temani Masa Tua
21,54118,5150,The Dramma,Tempat Terindah
21,2667,941,Tahta,Tempat Yang Paling Indah
21,37872,3309,The Cab,Temporary Bliss
21,35588,3224,Tom Waits,Temptation
21,35460,3223,Taylor Swift,Ten Dollars And A Six Pack
21,35860,3229,The Avett Brothers,Ten Thousand Words
21,37376,3282,Tonight Alive,Ten Times Better
21,4267,1289,Tompi feat Ras Muhamad,Tentang Kamu
21,42207,4668,The Tiren Chicken,Tentangmu
21,37562,3288,Talking Heads,Tentative Decisions
21,53807,958,Terry,Tepatnya Malam Minggu
21,2672,943,Tangga,Terbaik Untukmu
21,2847,1016,Tic Band,Terbaik Untukmu
21,2712,963,The Adlys,Terbang
21,2764,976,The Fly,Terbang
21,58266,6538,Treehill,Terbang
21,59776,1006,The Titans,Tercipta Untukmu
21,59199,990,The Rain,Terima Kasih Karena Kau Mencintaiku
21,60479,7000,Tri Puspa,Terindah
21,3792,1006,The Titans,Terindah (Bukan Untukku)
21,54085,5157,Threesixty Skatepunk,Terjemahkan Egoku
21,2793,990,The Rain,Terlalu Indah
21,4262,1284,The Rain feat Endank Soekamti,Terlatih Patah Hati
21,52123,990,The Rain,Terlatih Patah Hati
21,2815,999,The Shiver,Terluka
21,42209,4669,Titiek Sandhora,Termenung
21,62195,7836,Tiger Lillies,Terrible
21,36189,3235,The National,Terrible Love
21,54065,990,The Rain,Tersenyum Dalam Luka
21,54093,988,The Potters ,Tersenyum Tapi Terluka
21,2705,957,Tere,Tersenyumlah
21,53424,1032,Tony Q Rastafara,Tertanam
21,52151,1032,Tony Q Rastafara,Tertanam Reggae
21,55855,964,The Arians,Tertinggal Rasa
21,61210,3231,The Kooks,Tesco Disco
21,60452,7032,Tri Suaka,Tetap Disini
21,58178,6503,Tegar Septian,Tetaplah Di Hati
21,36782,3257,Townes Van Zandt,Texas River Song
21,37377,3282,Tonight Alive,Thank You And Goodnight
21,8837,5147,The Beatles,Thank You Girl
21,37952,3312,Tim Minchin,Thank You God
21,36694,3253,Thin Lizzy,That Womans Gonna Break Your Heart
21,36582,3247,Toby Keith,Thats Not How It Is
21,37984,3315,The Hush Sound,Thats Okay
21,37025,3266,Tammy Wynette,Thats When I Feel It
21,36482,3243,Tim Mcgraw,Thats Why God Made Mexico
21,36682,3252,Third Eye Blind,The Background
21,36402,3242,The Gaslight Anthem,The Backseat
21,36535,3246,Tenacious D,The Ballad Of Hollywood Jack
21,36536,3246,Tenacious D,The Ballad Of Hollywood Jack And The Rage Kage
21,44329,5147,The Beatles,The Ballad Of John And Yoko
21,35900,3229,The Avett Brothers,The Ballad Of Love And Hate
21,37340,3281,The Wonder Years,The Bastards The Vultures The Wolves
21,37706,3297,The Front Bottoms,The Beers Acoustic
21,35492,3223,Taylor Swift,The Best Day
21,37079,3268,The View,The Best Last Forever
21,37752,3300,The Used,The Bird And The Worm
21,36354,3241,Taking Back Sunday,The Bird You Cannot Change
21,36760,3256,Theory Of A Deadman,The Bitch Came Back
21,35901,3229,The Avett Brothers,The Bloody Apology
21,36416,3242,The Gaslight Anthem,The Blues Mary
21,37563,3288,Talking Heads,The Book I Read
21,37852,3307,The Summer Set,The Boys You Do
21,35611,3224,Tom Waits,The Briar And The Rose
21,38039,3317,Trampled By Turtles,The Calm And The Crying Wind
21,37449,3284,The Dear Hunter,The Canopy
21,62148,7810,The Seekers,The Carnival Is Over
21,35861,3229,The Avett Brothers,The Clearness Is Gone
21,37450,3284,The Dear Hunter,The Collapse Of The Great Tide Cliffs
21,8784,5147,The Beatles,The Continuing Story Of Bungalow Bill
21,37225,3274,The Red Jumpsuit Apparatus,The Crazy Ones
21,37256,3275,Tim Hughes,The Cross Stands Above It All
21,35788,3228,Tegan And Sara,The Cure
21,38040,3317,Trampled By Turtles,The Darkness And The Light
21,35589,3224,Tom Waits,The Day After Tomorrow
21,35902,3229,The Avett Brothers,The Day That Marvin Gaye Died
21,36294,3239,Tragically Hip,The Depression Suite
21,37341,3281,The Wonder Years,The Devil In My Bloodstream
21,36403,3242,The Gaslight Anthem,The Diamond Church Street Choir
21,37026,3266,Tammy Wynette,The Divorce Sale
21,37108,3269,Treble Charger,The Downward Dance
21,36648,3250,The Tallest Man On Earth,The Dreamer
21,62159,7813,The Verve,The Drugs Dont Work
21,37378,3282,Tonight Alive,The Edge
21,36268,3237,Thousand Foot Krutch,The End Is Where We Begin
21,37299,3279,Toad The Wet Sprocket,The Eye
21,37257,3275,Tim Hughes,The Eyes Of My Heart
21,35862,3229,The Avett Brothers,The Fall
21,37953,3312,Tim Minchin,The Fence
21,36332,3240,Train,The Finish Line
21,37109,3269,Treble Charger,The First Time
21,36269,3237,Thousand Foot Krutch,The Flame In All Of Us
21,37513,3286,Take That,The Flood
21,37782,3302,The Almost,The Florida Sun
21,44331,5147,The Beatles,The Fool On The Hill
21,8838,5147,The Beatles,The Fool On The Hill Acoustic
21,36649,3250,The Tallest Man On Earth,The Gardener
21,36213,3235,The National,The Geese Of Beverly Road
21,37954,3312,Tim Minchin,The Good Book
21,36042,3232,Three Days Grace,The Good Life
21,37413,3283,The Airborne Toxic Event,The Graveyard Near The House
21,35933,3230,Thrice,The Great Exchange
21,35903,3229,The Avett Brothers,The Greatest Sum
21,37532,3287,The Classic Crime,The Happy Nihilist
21,36951,3265,Tyler Ward,The Hardest Thing
21,37908,3310,Tose Proeski,The Hardest Thing
21,37027,3266,Tammy Wynette,The Heart
21,35612,3224,Tom Waits,The Heart Of Saturday Night
21,36043,3232,Three Days Grace,The High Road
21,37258,3275,Tim Hughes,The Highest And The Greatest
21,35686,3226,They Might Be Giants,The Incredible Shrinking Day
21,37648,3292,Teenage Bottlerocket,The Jerk
21,37028,3266,Tammy Wynette,The Joy Of Being A Woman
21,37414,3283,The Airborne Toxic Event,The Kids Are Ready To Die
21,37415,3283,The Airborne Toxic Event,The Kids Are Ready To Die Acoustic
21,37451,3284,The Dear Hunter,The Kiss Of Life
21,37564,3288,Talking Heads,The Lady Dont Mind
21,37816,3304,The Blackout,The Last Goodbye
21,37973,3314,The Kills,The Last Goodbye
21,38064,3320,Trapt,The Last Tear
21,62149,7810,The Seekers,The Last Thing On My Mind
21,35461,3223,Taylor Swift,The Last Time
21,37924,3311,Turin Brakes,The Letting Down
21,8785,5147,The Beatles,The Long And Winding Road
21,36295,3239,Tragically Hip,The Lookahead
21,37452,3284,The Dear Hunter,The Love
21,37029,3266,Tammy Wynette,The Lovin Kind
21,35863,3229,The Avett Brothers,The Lowering A Sad Day In Greenvilletown
21,35493,3223,Taylor Swift,The Lucky One
21,36296,3239,Tragically Hip,The Luxury
21,61205,3223,Taylor Swift,The Man
21,36516,3245,The Script,The Man That Cant Be Moved
21,36517,3245,The Script,The Man Who Cant Be Moved
21,5524,1392,The Mercy's,The Mercyas a Bilakah
21,35687,3226,They Might Be Giants,The Mesopotamians
21,35462,3223,Taylor Swift,The Moment I Knew
21,36910,3264,T Rex,The Motivator
21,37207,3273,Trans Siberian Orchestra,The Music Box
21,36404,3242,The Gaslight Anthem,The Navesink Banks
21,35904,3229,The Avett Brothers,The New Love Song
21,44333,5147,The Beatles,The Night Before
21,37130,3270,The Band,The Night They Drove Old Dixie Down
21,35802,3228,Tegan And Sara,The Ocean
21,37379,3282,Tonight Alive,The Ocean
21,35864,3229,The Avett Brothers,The Once And Future Carpenter
21,38056,3318,The Subways,The Only Ones
21,37803,3303,The Courteeners,The Opener
21,37380,3282,Tonight Alive,The Other Side
21,35463,3223,Taylor Swift,The Other Side Of The Door
21,36076,3233,Tokio Hotel,The Pain Of Love
21,61298,5490,Twenty One Pilots,The Pantaloon
21,37131,3270,The Band,The Path
21,36405,3242,The Gaslight Anthem,The Patient Ferris Wheel
21,36190,3235,The National,The Perfect Song
21,35905,3229,The Avett Brothers,The Perfect Space
21,37453,3284,The Dear Hunter,The Pimp And The Priest
21,37454,3284,The Dear Hunter,The Poison Woman
21,37955,3312,Tim Minchin,The Pope Song
21,37533,3287,The Classic Crime,The Precipice
21,35865,3229,The Avett Brothers,The Prettiest Thing
21,36846,3260,The Pretty Reckless,The Pretty Reckless
21,36871,3262,Tracy Chapman,The Promise
21,36417,3242,The Gaslight Anthem,The Queen Of Lower Chelsea
21,36214,3235,The National,The Rains Of Castamere
21,36952,3265,Tyler Ward,The Rescue
21,37804,3303,The Courteeners,The Rest Of The World Has Gone Home
21,36537,3246,Tenacious D,The Road
21,37132,3270,The Band,The Rumor
21,37133,3270,The Band,The Rumour
21,36191,3235,The National,The Runaway
21,35993,3231,The Kooks,The Saboteur
21,36575,3247,Toby Keith,The Shalala Song
21,37956,3312,Tim Minchin,The Song For Phil Daoust
21,36650,3250,The Tallest Man On Earth,The Sparrow And The Medicine
21,36406,3242,The Gaslight Anthem,The Spirit Of Jazz
21,35658,3225,Tom Petty,The Stories We Could Tell
21,37416,3283,The Airborne Toxic Event,The Storm
21,35464,3223,Taylor Swift,The Story Of Us
21,36953,3265,Tyler Ward,The Story Of Us
21,36730,3254,Tenth Avenue North,The Struggle
21,38081,3322,The Dodos,The Strums
21,36583,3247,Toby Keith,The Taliban Song
21,37455,3284,The Dear Hunter,The Tank
21,37534,3287,The Classic Crime,The Test
21,37690,3296,The Academy Is,The Test Acoustic
21,36121,3234,The Maine,The Towns Been Talking
21,35906,3229,The Avett Brothers,The Traveling Song
21,35659,3225,Tom Petty,The Trip To Pirates Cove
21,36761,3256,Theory Of A Deadman,The Truth Is I Lied About Everything
21,36725,3254,Tenth Avenue North,The Truth Is Who You Are
21,37134,3270,The Band,The Unfaithful Servant
21,37198,3272,Tori Amos,The Waitress
21,37674,3295,Tea Party,The Watcher
21,35494,3223,Taylor Swift,The Way I Loved You
21,36954,3265,Tyler Ward,The Way I Loved You
21,50943,4664,The Click Five,The Way It Goes
21,37738,3299,Tesla,The Way It Is
21,36955,3265,Tyler Ward,The Way We Are
21,36122,3234,The Maine,The Way We Talk
21,37030,3266,Tammy Wynette,The Ways To Love A Man
21,35955,3230,Thrice,The Weight
21,36241,3236,Travis,The Weight
21,37135,3270,The Band,The Weight
21,35934,3230,Thrice,The Weight Acoustic
21,36651,3250,The Tallest Man On Earth,The Wild Hunt
21,36620,3248,The Fray,The Wind
21,37417,3283,The Airborne Toxic Event,The Winning Side
21,44335,5147,The Beatles,The Word
21,37031,3266,Tammy Wynette,The Worlds Most Broken Heart
21,36215,3235,The National,Theory Of The Crows
21,37342,3281,The Wonder Years,There There
21,35688,3226,They Might Be Giants,Theres A Great Big Beautiful Tomorrow
21,8786,5147,The Beatles,Theres A Place
21,36355,3241,Taking Back Sunday,Theres No I In Team
21,36652,3250,The Tallest Man On Earth,Theres No Leaving Now
21,36151,3234,The Maine,These Four Words
21,35747,3227,Third Day,These Thousand Hills
21,37649,3292,Teenage Bottlerocket,They Came From The Shadows
21,36538,3246,Tenacious D,They Fxxked Our Asses
21,37456,3284,The Dear Hunter,Things That Hide Away
21,8839,5147,The Beatles,Things We Said Today
21,44337,5147,The Beatles,Think For Yourself
21,38041,3317,Trampled By Turtles,Think It Over
21,36192,3235,The National,Think You Can Wait
21,37136,3270,The Band,Thinkin Out Loud
21,36123,3234,The Maine,Thinking Of You
21,36216,3235,The National,Thirsty
21,36333,3240,Train,This Aint Goodbye
21,37457,3284,The Dear Hunter,This Beautiful Life
21,8840,5147,The Beatles,This Boy
21,36356,3241,Taking Back Sunday,This Is All Now
21,36357,3241,Taking Back Sunday,This Is All Now Acoustic
21,37418,3283,The Airborne Toxic Event,This Is London
21,36518,3245,The Script,This Is Love
21,52149,1032,Tony Q Rastafara,This Is My Way
21,35465,3223,Taylor Swift,This Is Really Happening
21,36810,3258,Two Door Cinema Club,This Is The Life
21,37817,3304,The Blackout,This Is Why We Cant Have Nice Things
21,37669,3294,Typecast,This Kind Of Silence
21,37419,3283,The Airborne Toxic Event,This Losing
21,37420,3283,The Airborne Toxic Event,This Losing Acoustic
21,38005,3316,The Veronicas,This Love
21,37565,3288,Talking Heads,This Must Be The Place Naive Melody
21,37481,3285,The Fratellis,This Old Ghost Town
21,37343,3281,The Wonder Years,This Party Sucks
21,36358,3241,Taking Back Sunday,This Photograph Is Proof
21,37032,3266,Tammy Wynette,This Time I Almost Made It
21,36653,3250,The Tallest Man On Earth,This Wind
21,36338,3240,Train,Thisll Be My Year
21,61212,3243,Tim Mcgraw,Thought About You
21,37957,3312,Tim Minchin,Three Minute Song
21,36539,3246,Tenacious D,Throwdown
21,36654,3250,The Tallest Man On Earth,Thrown Right At Me
21,35495,3223,Taylor Swift,Thug Story Acoustic
21,56469,5410,Tasya Rosmala,Tiada Guna
21,56578,5361,Tasya Feat Gerry,Tiada Kata Terucap
21,5521,1392,The Mercy's,Tiada Lagi
21,8787,5147,The Beatles,Ticket To Ride
21,36468,3243,Tim Mcgraw,Tickin Away
21,59645,5140,Tata Janeeta,Tidak Masalah
21,37033,3266,Tammy Wynette,Til I Get It Right
21,44338,5147,The Beatles,Til There Was You
21,37034,3266,Tammy Wynette,Till I Can Make It On My Own
21,35590,3224,Tom Waits,Till The Money Runs Out
21,8788,5147,The Beatles,Till There Was You
21,35466,3223,Taylor Swift,Tim Mcgraw
21,36021,3231,The Kooks,Time Above The Earth
21,37925,3311,Turin Brakes,Time And Money
21,50944,4664,The Click Five,Time Machine
21,36053,3232,Three Days Grace,Time Of Dying
21,35789,3228,Tegan And Sara,Time Running
21,36044,3232,Three Days Grace,Time That Remains
21,36152,3234,The Maine,Time To Go
21,57920,1283,The Overtunes,Time Will Tell
21,37421,3283,The Airborne Toxic Event,Timeless
21,36731,3254,Tenth Avenue North,Times
21,35866,3229,The Avett Brothers,Tin Man
21,36407,3242,The Gaslight Anthem,Tin Pan Alley
21,37322,3280,The Civil Wars,Tip Of My Tongue
21,37110,3269,Treble Charger,Tired Of It Anyway
21,35956,3230,Thrice,To Awake And Avenge The Dead
21,36334,3240,Train,To Be Loved
21,36540,3246,Tenacious D,To Be The Best
21,37381,3282,Tonight Alive,To Die For
21,35660,3225,Tom Petty,To Find A Friend
21,37137,3270,The Band,To Kingdom Come
21,57450,6192,Thania Que,To Love You More
21,54342,5683,Tonkin Bay,To Manglaa
21,37323,3280,The Civil Wars,To Whom It May Concern
21,59205,990,The Rain,Today for Our Tomorrow
21,35496,3223,Taylor Swift,Today Was A Fairytale
21,37650,3292,Teenage Bottlerocket,Todayo
21,37753,3300,The Used,Together Burning Bright
21,37584,3289,The Wombats,Tokyo Vampires And Wolves
21,37585,3289,The Wombats,Tokyo Vampires And Wolves Acoustic
21,2794,990,The Rain,Tolong aku
21,56712,1168,The Finest Tree,Tolong Lepaskan
21,37199,3272,Tori Amos,Tombigbee
21,44339,5147,The Beatles,Tomorrow Never Knows
21,37651,3292,Teenage Bottlerocket,Tonguebiter
21,62176,7823,Toby Mac,Tonight
21,36956,3265,Tyler Ward,Tonight Tonight - Hot Chelle Rae
21,36418,3242,The Gaslight Anthem,Too Much Blood
21,38075,3321,The Maccabees,Toothpaste Kisses
21,37818,3304,The Blackout,Top Of The World
21,37324,3280,The Civil Wars,Tracks In The Snow
21,5532,1393,Tommy J Pisa,Tragedi Pengantin Remaja
21,42199,4666,The Panas Dalam,Tragedi Segitiga Merah Marun
21,37080,3268,The View,Tragic Magic
21,35591,3224,Tom Waits,Train Song
21,35613,3224,Tom Waits,Trampled Rose
21,2872,1033,Topi Jerami,Transisi
21,37458,3284,The Dear Hunter,Trapdoor
21,35467,3223,Taylor Swift,Treacherous
21,35497,3223,Taylor Swift,Treacherous Acoustic
21,35468,3223,Taylor Swift,Treacherous Live
21,36957,3265,Tyler Ward,Trench Coat Angel
21,59875,4673,Trio Macan,Tresno Sejati
21,56270,5136,Tanpa Batas,Tresno Sliramu
21,37459,3284,The Dear Hunter,Tripping In Triplets
21,38042,3317,Trampled By Turtles,Trouble
21,36655,3250,The Tallest Man On Earth,Troubles Will Be Gone
21,61300,5490,Twenty One Pilots,Truce
21,37422,3283,The Airborne Toxic Event,True Love
21,35935,3230,Thrice,Trust
21,35733,3227,Third Day,Trust In Jesus
21,61393,6324,Three Dog Night,Try A Little Tenderness
21,2751,972,The Changcuters,Tua di jalan
21,7486,1161,Tulus,Tuan Nona Kesepian
21,37728,3298,The Vaccines,Tuck And Roll
21,53053,1161,Tulus,Tukar Jiwa
21,54332,5673,Teerani Band,Tulang Rusuk
21,2846,1015,Tia ft. Teguh Vagetoz,Tulus
21,4259,1281,Terry feat Ariel,Tulus
21,2675,944,Tarzan Boyz,Tunggu Aku di Surga
21,37754,3300,The Used,Tunnel
21,36252,3236,Travis,Turn
21,36613,3248,The Fray,Turn Me On
21,37707,3297,The Front Bottoms,Twelve Feet Deep
21,37138,3270,The Band,Twilight
21,8841,5147,The Beatles,Twist And Shout
21,36483,3243,Tim Mcgraw,Two Lanes Of Freedom
21,38082,3322,The Dodos,Two Medicines
21,8789,5147,The Beatles,Two Of Us
21,35790,3228,Tegan And Sara,Two Stories
21,36958,3265,Tyler Ward,Tyler Swift
21,2688,949,TBC [indie],Ubahlah Sifatmu
21,2689,949,TBC [indie],Ubahlah Sifatmu dari Diriku
21,36084,3233,Tokio Hotel,Ubers Ende Der Welt
21,59518,990,The Rain,Ujung Pertemuan
21,2803,993,The Rock feat. Cinta Laura,Umbrella
21,62168,7819,The Baseballs,Umbrella
21,60011,6935,Tim Ricis,Ummi
21,60123,7007,The Miska,Unang Bosan Ho
21,36054,3232,Three Days Grace,Unbreakable Heart
21,38083,3322,The Dodos,Undeclared
21,35957,3230,Thrice,Under A Killing Moon
21,36847,3260,The Pretty Reckless,Under The Water
21,37729,3298,The Vaccines,Under Your Thumb
21,36811,3258,Two Door Cinema Club,Undercover Martyn
21,36812,3258,Two Door Cinema Club,Undercover Martyn Acoustic
21,35592,3224,Tom Waits,Underground
21,37514,3286,Take That,Underground Machine
21,37081,3268,The View,Underneath The Lights
21,37767,3301,Thursday,Understanding In A Car Crash
21,36621,3248,The Fray,Ungodly Hour
21,35614,3224,Tom Waits,Union Square
21,35994,3231,The Kooks,Unnamed Song
21,36124,3234,The Maine,Untangle Me
21,35907,3229,The Avett Brothers,Untitled 2
21,37460,3284,The Dear Hunter,Untitled Soul Song
21,35498,3223,Taylor Swift,Untouchable
21,35469,3223,Taylor Swift,Untouchable Acoustic
21,56484,990,The Rain,Untuk Ayah Ibuku
21,2776,987,The Podjoks [indie],Untuk Pertama dan Terakhir
21,2795,990,The Rain,Untuk Sahabatmu
21,3796,1020,Tipe X,Untuk Yang Terakhir
21,52915,5271,Times New Romance,Unusual Trauma
21,37139,3270,The Band,Up On Cripple Creek
21,59758,990,The Rain,Upaya Maksimal
21,5523,1392,The Mercy's,Usah Kau Harap
21,2673,943,Tangga,Utuh
21,36297,3239,Tragically Hip,Vaccination Scar
21,37535,3287,The Classic Crime,Vagabonds Acoustic
21,37586,3289,The Wombats,Valentine
21,37805,3303,The Courteeners,Van Der Graff
21,36193,3235,The National,Vanderlyle Crybaby Geeks
21,35867,3229,The Avett Brothers,Vanity
21,62191,7833,The Cats,Vaya Con Dios
21,37290,3278,The Xx,Vcr
21,37873,3309,The Cab,Vegas Skies
21,37652,3292,Teenage Bottlerocket,Veronica
21,2714,965,The Bandits,Vespa Tua
21,37653,3292,Teenage Bottlerocket,Via Munich
21,36885,3263,The Cribs,Victim Of Mass Production
21,36886,3263,The Cribs,Victim Of Mass Production Acoustic
21,38043,3317,Trampled By Turtles,Victory
21,37819,3304,The Blackout,Video Games
21,35593,3224,Tom Waits,Virgina Avenue
21,37200,3272,Tori Amos,Virginia
21,35615,3224,Tom Waits,Virginia Avenue
21,35499,3223,Taylor Swift,Viva La Vida Cover
21,37140,3270,The Band,Volcano
21,37909,3310,Tose Proeski,Volim Osmjeh Tvoj
21,57817,6342,The Panasdalam Bank,Voor Dilan Kaulah Ahlinya Bagiku
21,36959,3265,Tyler Ward,Vt Tribute
21,36762,3256,Theory Of A Deadman,Wait For Me
21,38044,3317,Trampled By Turtles,Wait So Long
21,2710,962,The Adams,Waiting
21,36783,3257,Townes Van Zandt,Waiting Around To Die
21,36848,3260,The Pretty Reckless,Waiting For A Friend
21,36695,3253,Thin Lizzy,Waiting For An Alibi
21,36125,3234,The Maine,Waiting For My Sun To Shine
21,36784,3257,Townes Van Zandt,Waiting For The Day
21,62180,7825,The Antlers,Wake
21,37226,3274,The Red Jumpsuit Apparatus,Wake Me Up
21,59797,5148,The Cranberries,Wake Me When It's Over
21,36045,3232,Three Days Grace,Wake Up
21,36813,3258,Two Door Cinema Club,Wake Up
21,37259,3275,Tim Hughes,Wake Up
21,3825,1031,Tompi,Waktu Takkan Mampu
21,35594,3224,Tom Waits,Walk Away
21,36022,3231,The Kooks,Walk Away
21,36519,3245,The Script,Walk Away
21,36576,3247,Toby Keith,Walk It Off
21,36469,3243,Tim Mcgraw,Walk Like A Man
21,37624,3291,The Band Perry,Walk Me Down The Middle
21,37300,3279,Toad The Wet Sprocket,Walk On The Ocean
21,37035,3266,Tammy Wynette,Walk Softly On The Bridges
21,37536,3287,The Classic Crime,Walk With Me
21,38084,3322,The Dodos,Walking
21,37587,3289,The Wombats,Walking Disasters
21,35868,3229,The Avett Brothers,Walking For You
21,37273,3276,The Police,Walking On The Moon
21,35595,3224,Tom Waits,Walking Spanish
21,35803,3228,Tegan And Sara,Walking With A Ghost
21,37178,3271,The Wanted,Walks Like Rihanna
21,38076,3321,The Maccabees,Wall Of Arms Acoustic
21,35661,3225,Tom Petty,Walls
21,35662,3225,Tom Petty,Walls Acoustic
21,38045,3317,Trampled By Turtles,Walt Whitman
21,36298,3239,Tragically Hip,Waltz For Juliette
21,2653,939,T-Cash,Wanita Tak Biasa
21,56471,990,The Rain,Warna Hidup
21,37654,3292,Teenage Bottlerocket,Warning Device
21,36242,3236,Travis,Warning Sign
21,37179,3271,The Wanted,Warzone
21,36217,3235,The National,Wasp Nest
21,37382,3282,Tonight Alive,Wasting Away
21,37383,3282,Tonight Alive,Wasting Away Acoustic
21,37655,3292,Teenage Bottlerocket,Wasting Time
21,36270,3237,Thousand Foot Krutch,Watching Over Me
21,35995,3231,The Kooks,Watching The Ships Roll In
21,36194,3235,The National,Watching You Well
21,36683,3252,Third Eye Blind,Water Landing
21,37755,3300,The Used,Watered Down Acoustic
21,50945,4664,The Click Five,Way Back To You
21,36126,3234,The Maine,We All Roll Along
21,35470,3223,Taylor Swift,We Are Never Ever Getting Back Together
21,35500,3223,Taylor Swift,We Are Never Ever Getting Back Together Acoustic
21,36960,3265,Tyler Ward,We Are The World
21,36961,3265,Tyler Ward,We Are Young
21,36614,3248,The Fray,We Build Then We Break
21,36408,3242,The Gaslight Anthem,We Came To Dance Acoustic
21,37141,3270,The Band,We Can Talk
21,44340,5147,The Beatles,We Can Work It Out
21,36127,3234,The Maine,We Change We Wait Acoustic
21,36520,3245,The Script,We Cry
21,36409,3242,The Gaslight Anthem,We Did It When We Were Young
21,38057,3318,The Subways,We Dont Need Money To Have A Good Time
21,37985,3315,The Hush Sound,We Intertwined
21,37260,3275,Tim Hughes,We Must Go
21,37482,3285,The Fratellis,We Need Medicine Acoustic
21,37180,3271,The Wanted,We Own The Night
21,36887,3263,The Cribs,We Share The Same Skies
21,37036,3266,Tammy Wynette,We Sure Can Love Each Other
21,36888,3263,The Cribs,We Were Aborted
21,35471,3223,Taylor Swift,We Were Happy
21,37926,3311,Turin Brakes,We Were Here
21,37181,3271,The Wanted,Weakness
